a;b;c;d;e;t
-179044968.12; 48287.92; 352.39; 377.86; -3681; 0
199303308.96; 26413.76; 526.40; 738.09; 7398; 0
80944731.84; 36614.36; -782.25; 802.09; 2259; 0
44187988.67; 897.21; 6042.95; 338.08; 6367; 3
566601873.74; 72361.08; 1424.81; 795.04; 7679; 1
-987680411.73; 101417.30; 5278.21; 356.78; -9257; -4
-58060344.96; 122962.97; 2167.08; 172.70; -464; 0
276464906.23; 43698.15; 80.93; 739.22; 6315; 0
222849635.00; 92116.89; -897.23; 78.31; 2443; 0
82612366.17; 12733.76; -132.73; 581.17; 6556; 0
-504028534.78; 67648.60; -2763.36; 361.43; -7768; 2
-200345765.74; 21704.42; 2841.74; 310.87; -8162; -2
-73609355.29; 9671.94; 4863.87; 822.38; -5064; -2
-669174069.55; 86850.25; -2972.83; 607.63; -7978; 2
18475865.31; 5351.24; 4739.35; 556.99; 1831; 0
126838094.59; 100079.50; 187.77; 765.23; 1265; 0
-361376093.86; 56666.75; 4438.44; 272.85; -5914; -2
372726185.41; 103961.17; 884.45; 800.78; 3555; 0
149495307.13; 109857.95; 2629.11; 290.06; 1329; 0
-646798520.90; 86353.27; 6831.93; 99.61; -6941; -4
-197630708.56; 21514.82; -1290.64; 258.97; -9772; 1
-59729625.61; 103168.69; 3491.36; 553.22; -560; 0
583348563.89; 74354.93; 4958.27; 956.27; 7355; 3
164974777.08; 37820.05; 6314.46; 614.01; 3738; 2
11984891.76; 79760.99; 6461.25; 445.92; 139; 0
73165931.94; 88946.46; 5339.54; 149.63; 776; 0
1158253664.64; 121012.45; 2166.71; 290.53; 9403; 2
327710041.85; 78516.44; -378.61; 52.45; 4194; 0
-206502383.67; 25939.61; 3531.26; 160.60; -7007; -2
15901896.16; 3075.39; 1972.83; 154.53; 3150; 0
-498698609.67; 72547.77; -730.58; 763.83; -6944; 0
-138444787.33; 54296.41; 6881.14; 381.80; -2263; -1
-169686028.63; 43605.47; -1821.17; 965.11; -4061; 0
-686093963.55; 94033.31; 6258.17; 243.43; -6841; -4
757763526.62; 71345.82; 5921.80; 276.86; 9807; 5
433654981.01; 93480.86; -1915.19; 78.30; 4736; 0
-273548279.41; 99036.17; -1410.09; 960.63; -2802; 0
578431737.97; 76428.26; -737.12; 239.51; 7642; 0
-950629860.05; 95476.46; 3239.00; 637.99; -9630; -3
-703375378.18; 106131.52; 813.19; 403.98; -6577; 0
516576533.08; 109573.04; 6930.47; 829.12; 4434; 3
111404104.53; 62303.82; 1758.35; 131.48; 1739; 0
328061777.77; 109630.77; 1463.64; 446.10; 2953; 0
-758076113.96; 100221.96; -997.33; 463.49; -7640; 0
270192.50; 2212.85; -2378.00; 98.48; -1636; 0
-405710258.70; 92411.01; -2731.46; 347.40; -4524; 1
-36888265.68; 19230.71; 3289.60; 951.56; -1638; 0
314944387.08; 37579.78; -2252.31; 645.14; 8915; -2
396826379.80; 68770.26; 4471.96; 59.09; 5418; 2
963825.09; 82451.86; 5168.61; 317.34; 11; 0
-123031251.64; 75993.70; 900.83; 887.15; -1600; 0
-335856009.74; 35675.53; -374.28; 378.13; -9514; 0
-157436474.35; 70333.77; 4600.29; 529.28; -2101; 0
108146355.34; 76847.04; 5019.99; 619.18; 1321; 0
-162788303.36; 32551.87; 854.31; 913.50; -4873; 0
-479912058.74; 65298.66; 4273.98; 129.28; -6898; -2
17869658.82; 2411.70; 423.41; 574.38; 6303; 0
586107874.16; 113023.86; 2034.61; 187.36; 5094; 1
484616551.56; 67202.88; 3430.63; 179.11; 6861; 2
840951143.79; 107224.82; 1159.14; 444.01; 7759; 0
227019280.45; 115138.86; 687.30; 775.71; 1960; 0
394478344.10; 110471.94; 3539.15; 863.32; 3460; 1
-1003008298.80; 109949.27; 5925.07; 56.77; -8656; -5
-393346089.48; 106286.15; -944.40; 469.03; -3734; 0
229966131.15; 34560.08; -2293.19; 124.09; 7127; -1
-341575185.60; 117630.30; 766.65; 401.02; -2885; 0
-868745746.64; 92807.36; -2641.74; 564.26; -9635; 2
157112655.52; 103350.21; 1812.21; 638.92; 1494; 0
110875593.81; 97705.74; 2272.25; 482.56; 1109; 0
1131558425.42; 117552.90; 3378.86; 251.33; 9357; 3
40122229.14; 26318.11; -2882.22; 667.18; 1712; 0
419319147.14; 72622.22; -2396.27; 729.77; 5971; -1
-557890523.23; 112898.46; 4354.70; 971.08; -4758; -2
173310121.09; 28623.02; 3270.64; 313.38; 5434; 1
-151095693.13; 9647.03; 5953.97; 838.05; -9685; -5
-5634316.80; 32533.10; 1614.27; 265.48; -165; 0
-123603744.64; 34665.54; -1739.66; 700.08; -3754; 0
561125440.23; 63221.72; 5738.02; 94.03; 8137; 4
-12711391.11; 31432.65; 1756.36; 680.64; -383; 0
12000378.30; 12370.76; 2800.38; 759.43; 791; 0
-641536989.46; 92197.11; 631.28; 463.35; -6911; 0
-117318479.18; 32315.20; 5202.70; 45.14; -3127; -1
-10637494.20; 56812.26; 1635.51; 966.16; -182; 0
-356411471.17; 42816.81; 4490.26; 107.42; -7534; -3
283087540.06; 55037.70; 5078.57; 975.60; 4709; 2
-105687710.01; 8452.67; 5424.39; 135.11; -7616; -4
250091889.85; 82036.42; 1971.61; 928.91; 2977; 0
-244463805.64; 99786.20; 5677.04; 155.10; -2318; -1
421495192.32; 92071.28; -799.05; 142.30; 4618; 0
209480708.31; 92283.91; 5741.69; 631.81; 2137; 1
-95890835.49; 19495.95; -1126.06; 771.40; -5220; 0
-169696222.91; 99417.48; 227.98; 598.86; -1703; 0
-235379744.08; 107732.32; 2104.24; 348.62; -2143; 0
-112980784.22; 65917.92; 3952.69; 819.16; -1617; 0
-314612510.49; 41395.41; -972.37; 590.25; -7783; 0
164071987.11; 45054.46; 1570.15; 825.51; 3519; 0
-342589735.95; 103908.52; -1581.83; 390.30; -3348; 0
9058262.58; 64413.28; -170.28; 185.76; 141; 0
-86998851.68; 96381.03; 4079.54; 371.20; -866; 0
-801368297.09; 109347.71; 368.65; 742.77; -7304; 0
-28399188.03; 14051.33; 1595.60; 385.00; -1815; 0
-317927039.89; 101218.67; -161.12; 1.63; -3146; 0
-156100054.03; 32197.05; 4096.85; 471.08; -4301; -1
167452233.47; 80031.89; 1532.76; 670.15; 2053; 0
-270484244.66; 65271.57; -1357.52; 258.44; -4232; 0
733111788.54; 100310.38; 3148.80; 210.24; 7086; 2
-694610684.79; 75198.44; -1880.86; 321.58; -9474; 1
-743113331.36; 100118.02; 1427.93; 120.05; -7318; -1
7428918.93; 5395.31; -789.66; 341.74; 1613; 0
-2465803.72; 1338.58; 2144.20; 415.82; -708; 0
-55278823.76; 76475.69; -2770.59; 852.33; -750; 0
-51308466.73; 123098.11; 2044.49; 47.55; -410; 0
104364806.11; 79614.30; 5373.33; 508.65; 1228; 0
576707557.96; 119017.15; 3922.00; 937.49; 4691; 1
53441516.39; 3588.06; 4365.74; 348.80; 6719; 2
998895155.36; 114204.61; 676.95; 690.65; 8695; 0
-217766656.03; 20757.90; 1117.20; 670.71; -9955; -1
90473052.84; 74808.95; 148.01; 462.48; 1207; 0
82773896.64; 9486.88; 4715.92; 134.91; 5828; 2
596877106.88; 75581.61; 2299.01; 90.66; 7664; 1
772641134.99; 83348.56; -2146.13; 453.59; 9515; -2
-697619371.99; 66792.60; 3355.15; 570.83; -9945; -3
-629202387.86; 86592.31; 5074.71; 797.74; -6864; -3
521816912.65; 96871.47; 3036.03; 107.31; 5223; 1
-153940928.58; 21956.03; 2048.49; 571.57; -6413; -1
142788813.49; 19251.18; 5529.94; 694.58; 5762; 3
-184454638.61; 18380.83; 177.84; 96.21; -9939; 0
-920682774.01; 95049.30; 4634.84; 457.73; -9236; -4
-78891202.86; 13554.92; 4779.08; 675.11; -4303; -2
-545311387.43; 52314.21; 6683.02; 582.15; -9243; -6
-5751593.70; 2432.01; -279.46; 725.40; -2672; 0
-52843556.10; 58372.75; 6785.77; 564.37; -811; 0
-97892227.04; 46492.51; -403.89; 560.67; -2124; 0
-157268393.07; 97687.50; -1203.82; 179.55; -1630; 0
-152714659.02; 15039.35; 5206.53; 556.53; -7543; -3
298122383.11; 110437.41; 1177.11; 491.06; 2671; 0
-126750379.58; 51821.50; 2765.23; 473.97; -2322; 0
-880268114.02; 102767.03; 1591.96; 981.82; -8435; -1
438687147.94; 42099.87; 2131.55; 657.30; 9918; 2
322410338.41; 115174.11; 6674.09; 199.46; 2646; 1
-2988410.98; 2907.44; -2529.74; 794.72; -7912; 2
-409946773.08; 91024.90; 1347.07; 548.16; -4438; 0
118736803.90; 16014.98; -1113.27; 604.51; 7968; 0
-620861875.41; 76507.04; 5846.30; 168.84; -7539; -4
585604345.78; 98750.31; 3413.74; 951.79; 5732; 1
107796944.38; 26366.73; 256.38; 284.80; 4049; 0
298193356.23; 51905.94; 927.75; 736.04; 5644; 0
-47010048.68; 110494.19; 3607.87; 515.10; -412; 0
82609927.59; 10352.85; -397.45; 195.47; 8298; 0
162455098.63; 81006.48; 4271.79; 931.15; 1905; 0
-910605869.96; 104086.56; -2739.21; 291.73; -8985; 2
-323664832.50; 74473.90; -2914.13; 439.53; -4523; 1
-234937929.57; 49757.93; -25.09; 523.12; -4724; 0
36687458.62; 9229.41; 5007.09; 344.77; 2577; 1
304026371.44; 74929.69; 1612.70; 79.85; 3972; 0
-193505634.40; 34871.22; 3160.55; 360.75; -5088; -1
310617252.18; 46296.34; 3299.26; 471.52; 6263; 2
161910892.81; 42474.79; -1265.60; 665.40; 3929; 0
718795286.96; 83804.30; 3332.97; 682.63; 8249; 2
-500722623.39; 51684.74; -79.81; 790.06; -9703; 0
537016817.84; 59245.84; -804.57; 335.94; 9189; 0
-216516489.39; 71020.32; 1636.22; 822.28; -2980; 0
95973561.92; 77920.47; 2392.13; 433.44; 1195; 0
97800114.07; 43990.10; 3857.32; 899.66; 2044; 0
745407581.13; 78859.27; 6203.79; 693.96; 8763; 5
-113585328.68; 48147.82; 938.32; 986.50; -2314; 0
-772512785.56; 102851.38; 5131.96; 163.91; -7154; -3
82869237.33; 50828.30; 3943.17; 845.96; 1513; 0
763888927.50; 92079.34; 953.04; 979.28; 8211; 0
-993486932.63; 109933.86; 4933.40; 156.38; -8649; -4
-35415085.91; 4167.61; -480.84; 38.45; -9606; 0
-868300463.18; 92238.56; 5104.55; 644.96; -8920; -4
-559959715.74; 55030.05; 4705.36; 63.71; -9374; -4
322124554.69; 112929.97; -1236.29; 801.84; 2884; 0
730192028.23; 74585.59; 6277.31; 800.62; 9030; 5
199737816.38; 57037.29; 3765.70; 660.15; 3285; 1
726857782.67; 116545.99; -1135.10; 658.32; 6298; 0
-49770188.63; 101205.25; 6058.09; 361.76; -464; 0
-353693262.58; 43330.44; -2459.95; 887.88; -8654; 2
-466913149.14; 64630.09; 2387.73; 650.94; -6967; -1
435650268.32; 47023.55; -2736.64; 23.85; 9837; -2
-8627183.77; 10624.67; 1113.00; 107.16; -735; 0
-110107585.52; 18611.79; 4466.72; 715.74; -4771; -2
19026668.63; 18488.09; 4546.62; 71.55; 826; 0
-38666488.06; 59656.72; 1331.44; 212.30; -634; 0
-521939529.07; 120014.65; 497.83; 998.29; -4331; 0
-340458959.61; 49888.58; 5015.30; 832.30; -6201; -3
-680868412.10; 122234.67; 3433.18; 873.01; -5418; -1
181901798.62; 18857.36; 1273.43; 132.28; 9036; 1
585037844.84; 77866.76; 2100.14; 287.07; 7316; 1
-32791226.11; 120309.87; 1139.12; 136.55; -270; 0
-84594948.49; 9979.70; 6715.57; 754.63; -5067; -3
97433651.81; 24656.13; -1391.17; 539.52; 4188; 0
279066818.23; 29324.66; 4016.65; 812.12; 8370; 3
-817698720.20; 93105.34; 4740.62; 588.41; -8357; -3
-538246028.66; 57278.60; 1150.19; 474.10; -9212; -1
677486802.28; 92015.17; 4879.40; 7.89; 6992; 3
621406231.40; 121454.38; 1086.79; 235.69; 5071; 0
-154021009.26; 68579.19; 5647.81; 520.12; -2075; -1
513724092.55; 112837.11; 5751.09; 111.13; 4332; 2
-875925193.23; 100436.03; 3741.56; 427.38; -8408; -3
164076652.44; 79383.71; -1214.75; 906.43; 2099; 0
-916572573.54; 108993.83; -1465.37; 78.16; -8524; 1
-42104192.51; 69180.15; -269.86; 356.42; -611; 0
-337891731.01; 34762.26; 5864.37; 757.12; -8317; -4
751087848.76; 81797.44; 6451.63; 809.95; 8511; 5
-700644047.90; 85179.24; -2036.48; 945.81; -8427; 1
14377984.40; 33550.15; 1095.59; 448.65; 415; 0
440052668.18; 119376.35; -2465.44; 415.07; 3764; 0
-704672524.57; 108961.70; 2997.71; 70.07; -6294; -1
-13432325.47; 15993.16; 3059.79; 608.18; -705; 0
45615606.03; 93285.92; -759.34; 335.79; 493; 0
-81801148.20; 22001.39; 4352.07; 480.92; -3104; -1
-326449902.15; 62862.39; 1159.95; 507.89; -5099; 0
-450720124.15; 104724.68; 3361.68; 748.82; -4170; -1
-197652898.83; 40135.24; -2629.95; 741.85; -5270; 1
-1050541833.08; 121122.09; 2674.97; 170.05; -8486; -2
377372630.61; 80763.03; 1903.48; 697.47; 4565; 0
95054207.13; 11248.88; 5285.16; 528.94; 5749; 3
-123929964.75; 38090.55; 6925.78; 613.49; -2753; -1
173529872.25; 71945.93; -914.46; 827.99; 2443; 0
-341510385.61; 46888.77; 4675.54; 100.05; -6623; -3
-533601237.69; 97186.68; -955.62; 730.88; -5545; 0
-57463284.66; 31090.47; 1283.21; 669.72; -1775; 0
356918277.46; 79166.20; -463.16; 780.00; 4535; 0
191313783.07; 98314.35; 4102.02; 309.10; 1868; 0
615362495.39; 60651.23; 4583.85; 596.83; 9433; 4
-492031286.29; 55726.32; -503.96; 631.09; -8910; 0
-116580148.36; 62537.37; 6160.42; 635.62; -1697; -1
-586116956.26; 59149.92; 149.65; 369.09; -9884; 0
426403257.27; 41813.34; 4534.84; 327.51; 9200; 4
519937784.01; 92262.58; -1617.92; 501.15; 5736; 0
725563469.75; 86419.60; 3266.86; 663.61; 8090; 2
-397941267.09; 64111.91; 3073.85; 948.32; -5923; -1
-58196552.80; 59513.29; -189.59; 466.97; -981; 0
-25369026.53; 5281.38; 6192.63; 664.59; -2211; -1
-370004225.87; 98155.88; 6041.31; 767.68; -3551; -2
321487120.45; 74150.38; -2898.80; 247.34; 4512; -1
415258594.44; 54637.73; 6510.64; 914.19; 6791; 4
-549018589.59; 89562.31; 234.64; 813.44; -6114; 0
2079025.96; 33421.57; -421.16; 344.98; 63; 0
497583467.77; 57902.02; 5752.00; 396.59; 7817; 4
-305479263.27; 31497.22; 6563.99; 106.41; -8026; -5
-305513872.32; 94113.58; -2532.68; 661.56; -3336; 0
-290862825.99; 73933.32; 5407.33; 832.26; -3666; -1
127800147.91; 64081.39; -1342.00; 57.64; 2037; 0
181196634.51; 21953.43; 6030.60; 445.72; 6475; 3
72652398.46; 48031.23; -202.14; 561.36; 1519; 0
-678992342.82; 109064.09; 1054.68; 851.62; -6166; 0
-446511153.12; 77601.45; -243.32; 963.84; -5772; 0
-700404865.22; 119908.24; 6450.21; 678.83; -5543; -3
-835400295.35; 98128.40; 2765.36; 686.71; -8280; -2
785844378.25; 80253.74; 536.27; 803.05; 9727; 0
-90278746.78; 60030.94; 5483.39; 116.05; -1378; 0
-63442035.14; 28001.21; 5354.23; 626.75; -1902; -1
-156938304.75; 110185.42; 2073.74; 167.30; -1398; 0
72738236.01; 20464.60; -32.51; 552.00; 3560; 0
-165626655.24; 21951.59; -2371.66; 55.54; -8459; 2
-468232559.33; 78560.27; -2941.31; 409.84; -6192; 1
69037715.41; 11801.68; -1849.58; 409.70; 6937; -1
89099839.68; 53840.30; -867.74; 559.10; 1682; 0
-105854089.50; 27877.68; 5514.78; 953.65; -3170; -1
-354801505.79; 84069.10; 3992.83; 176.37; -4029; -1
254343935.83; 40861.57; 562.53; 559.36; 6140; 0
107129054.67; 23798.54; -2441.07; 867.14; 5016; -1
238573051.42; 118173.33; 1352.24; 0.75; 1996; 0
-244522110.61; 67267.64; -2407.66; 355.73; -3770; 0
-44865719.18; 47213.09; 3197.83; 51.32; -890; 0
350029918.38; 46451.06; 1975.88; 695.40; 7228; 1
-110382569.20; 36176.13; 3788.59; 149.97; -2762; -1
827816109.92; 91591.92; 551.45; 940.03; 8984; 0
-292763497.88; 67977.50; -1258.38; 744.86; -4388; 0
-558337570.29; 57587.48; 6026.24; 890.22; -8777; -5
-29409321.64; 20286.72; 5420.73; 911.59; -1144; 0
68088077.07; 65938.35; 4912.93; 840.86; 961; 0
-513320783.04; 47067.04; 6082.77; 930.98; -9658; -5
390435598.77; 44669.91; 1519.09; 904.88; 8453; 1
509202261.33; 65897.74; -185.75; 600.59; 7749; 0
-364947701.17; 111305.08; 4698.64; 918.51; -3146; -1
-22951381.01; 9851.24; 6165.07; 446.06; -1433; 0
312473989.98; 104445.70; 2712.73; 674.32; 2916; 0
48209996.53; 9740.05; -628.35; 471.53; 5291; 0
727135341.97; 100634.08; -903.54; 981.19; 7291; 0
125507704.70; 53646.74; 1667.36; 564.40; 2269; 0
973573527.50; 116404.93; 4565.94; 115.23; 8048; 3
84258952.13; 13934.55; 368.45; 29.11; 5891; 0
-363501103.82; 33812.57; 6612.38; 787.72; -8992; -5
594405917.60; 93625.38; -2486.79; 900.93; 6522; -1
840337956.78; 116770.27; 3295.17; 820.41; 6999; 2
-199056804.67; 84778.48; 5660.78; 51.68; -2201; -1
-119495396.45; 67427.04; 4862.97; 61.01; -1653; 0
-261312962.06; 38102.08; 928.98; 581.28; -6695; 0
-97706257.85; 21282.20; 6279.51; 448.63; -3545; -2
-454432112.30; 107633.34; -858.88; 202.49; -4256; 0
402828764.97; 35315.87; 6882.83; 668.91; 9546; 6
59813417.96; 42443.73; 2800.91; 689.88; 1322; 0
-74440088.38; 46910.70; -2013.18; 564.41; -1658; 0
-135785080.30; 22487.70; 6507.62; 268.31; -4683; -3
766326448.32; 104539.69; 6634.90; 140.35; 6893; 4
-101161268.82; 63336.73; 5340.31; 945.19; -1473; 0
-136384867.91; 11758.82; 5135.13; 359.02; -8073; -4
497437074.52; 80187.88; 6413.28; 467.95; 5744; 3
-628295027.92; 123070.23; 4398.84; 530.28; -4929; -2
-94686459.51; 7235.77; 5544.16; 931.82; -7409; -4
-125880507.75; 41400.45; 4574.90; 704.41; -2738; -1
-488960664.03; 82670.39; 4503.92; 551.36; -5609; -2
-686203848.43; 106888.69; 246.96; 512.45; -6405; 0
269871364.57; 55790.75; -352.92; 831.28; 4868; 0
682441349.84; 92964.19; -2430.71; 799.18; 7538; -1
505581106.49; 108885.22; 5967.37; 320.68; 4402; 2
7280438.85; 6261.92; 2988.96; 665.41; 787; 0
286852557.60; 71811.93; 1740.00; 61.30; 3900; 0
-31780621.46; 1349.00; 2170.06; 107.90; -9031; -1
-147966299.40; 88353.51; 6133.27; 64.08; -1566; 0
110032313.29; 62663.40; 2832.02; 26.48; 1680; 0
199122930.11; 25795.59; -535.80; 333.90; 7883; 0
-18751379.35; 7923.91; 1976.50; 964.94; -1894; 0
144430414.19; 93520.88; 22.13; 2.76; 1544; 0
1698209.78; 70397.42; 361.32; 338.78; 24; 0
207096592.19; 77851.49; -2185.94; 169.21; 2737; 0
-936903951.19; 121985.57; -278.12; 258.76; -7698; 0
-161666165.45; 23790.93; 3457.70; 633.82; -5933; -2
163786525.34; 49501.75; -2450.18; 919.49; 3481; 0
486716765.46; 75198.65; 144.50; 145.87; 6460; 0
203354294.23; 105255.24; 3200.39; 725.43; 1875; 0
48251210.13; 69509.99; 3487.30; 539.99; 661; 0
206667759.07; 61320.74; -2940.01; 242.99; 3540; -1
-284831811.91; 28724.52; 2235.46; 335.55; -9200; -2
324185526.54; 99449.23; -1832.39; 391.73; 3321; 0
69025804.93; 11062.68; -2046.77; 835.22; 7656; -1
289253888.84; 34680.21; -2073.53; 316.60; 8871; -1
-38654601.23; 96754.46; -2244.43; 736.40; -409; 0
-348385206.13; 110424.05; 6287.91; 516.91; -2985; -1
12465931.79; 12762.13; -1155.12; 430.26; 1074; 0
-285125.46; 642.59; -675.58; 263.65; 8643; 0
117840659.96; 47554.37; 4220.96; 845.59; 2276; 0
-512922106.13; 75063.15; -1112.44; 793.42; -6936; 0
5560239.96; 55272.50; 6507.94; 879.40; 90; 0
-25272988.92; 4741.58; 3504.10; 913.64; -3065; -1
-162289981.81; 95935.31; 3021.99; 571.74; -1640; 0
597791666.25; 99175.09; -2476.34; 147.06; 6182; -1
-469584417.23; 62153.94; 6780.95; 940.58; -6812; -4
-159704057.16; 59953.78; -495.83; 332.85; -2686; 0
-470131002.80; 45797.14; 4602.84; 359.81; -9328; -4
38398175.36; 96394.57; 2315.39; 959.75; 389; 0
43577048.62; 18116.90; 6461.24; 652.85; 1773; 1
92694073.49; 39651.75; 4934.14; 777.88; 2079; 1
-167019727.65; 50617.58; 2522.64; 536.86; -3143; 0
442813168.23; 123145.63; 3264.07; 284.77; 3503; 1
-41533247.83; 7264.93; 4378.82; 796.64; -3567; -1
57346000.91; 8475.68; 1214.42; 529.89; 5918; 0
-355639600.84; 36935.52; 3989.63; 137.83; -8690; -3
-939115701.71; 118281.27; -1967.71; 619.43; -8074; 1
704633113.66; 78171.66; 2644.15; 876.78; 8719; 2
-398672270.53; 68550.89; 1898.35; 698.75; -5659; -1
399383082.13; 118248.85; 5322.65; 278.34; 3232; 1
-494368909.72; 108613.70; -649.31; 853.64; -4579; 0
277910559.14; 94146.84; 5106.93; 630.96; 2800; 1
155091120.59; 12619.44; 5566.66; 323.49; 8528; 4
-40476685.48; 64628.26; -277.40; 95.19; -629; 0
53286013.27; 41456.46; 2985.59; 861.04; 1199; 0
381617055.29; 93428.19; 6812.70; 998.55; 3807; 2
58086623.29; 88880.06; 3174.81; 302.27; 631; 0
-432522578.52; 92278.42; 997.96; 772.82; -4637; 0
444021824.93; 49532.28; 4928.88; 971.05; 8153; 4
-26778807.49; 6744.10; 3380.21; 227.51; -2645; 0
1197656440.09; 117526.26; 3866.04; 577.45; 9866; 3
859761219.78; 102238.04; -863.05; 133.77; 8481; 0
581444333.17; 83817.82; 5538.92; 631.11; 6507; 3
32225418.22; 11128.12; 6500.66; 587.22; 1828; 1
-206197686.57; 37588.16; -2091.92; 811.62; -5809; 1
357815675.86; 72823.93; -2897.09; 812.34; 5117; -1
-158769179.70; 60109.85; 1548.08; 407.66; -2575; 0
262324797.75; 37986.84; 3526.82; 476.99; 6319; 2
-12443386.96; 2002.49; 6382.55; 33.49; -1484; 0
-135189751.47; 41414.06; 4089.05; 33.45; -2971; -1
-424031343.05; 54348.47; -89.82; 432.95; -7815; 0
-120123329.61; 13845.05; 2111.82; 158.22; -7528; -1
-183014788.38; 43923.58; -1133.12; 55.45; -4277; 0
-564666970.44; 70289.79; -2527.04; 103.28; -8333; 2
662941818.44; 93513.94; -2325.25; 87.07; 7270; -1
-3788127.17; 2744.76; -637.91; 52.93; -1798; 0
598411292.50; 57216.96; 5247.69; 452.96; 9580; 5
212311454.83; 19460.44; 2944.73; 210.90; 9476; 2
52941147.46; 6120.60; 349.05; 503.54; 8183; 0
-474173438.40; 69126.15; 3388.52; 185.35; -6539; -2
-208389903.24; 23204.10; 250.03; 234.03; -8885; 0
-262263430.08; 29442.37; -757.76; 200.93; -9143; 0
-82343553.28; 2508.33; 6824.50; 60.84; -8823; -6
30842126.71; 5750.12; -2244.54; 551.89; 8798; -1
-21419599.91; 109693.86; -1514.06; 949.66; -198; 0
-504905809.12; 57828.11; 1825.22; 228.37; -8464; -1
81700184.43; 14503.02; -539.57; 831.19; 5851; 0
175671412.81; 26649.48; -925.16; 573.65; 6829; 0
453485793.76; 86789.52; 1712.78; 17.91; 5124; 0
-406198626.02; 82843.50; 5962.49; 780.19; -4574; -2
-9345492.45; 2270.68; -414.57; 161.53; -5035; 0
230194567.89; 26775.54; -794.21; 696.89; 8860; 0
-175399521.52; 14946.86; 3850.65; 539.66; -9331; -3
-332346788.96; 40338.00; 5064.57; 389.55; -7320; -3
-754424816.69; 102678.83; 5606.63; 56.42; -6967; -3
246239408.06; 30841.51; 2100.22; 137.31; 7475; 1
-175128452.69; 63456.06; -618.44; 923.49; -2787; 0
38179784.10; 927.80; 4985.13; 100.12; 6457; 3
518970730.18; 51995.95; 4678.81; 726.14; 9157; 4
132817602.12; 18304.74; 3045.14; 847.67; 6221; 1
558950517.11; 62141.90; -2943.58; 605.10; 9442; -2
-413067684.22; 80829.95; 3418.00; 365.25; -4903; -1
-177785682.88; 14950.35; 4305.11; 987.50; -9233; -3
-1014054313.09; 100379.42; 1946.94; 162.13; -9910; -1
-525627079.70; 64581.78; 5689.22; 737.62; -7480; -4
116343898.38; 68815.44; -2180.90; 232.15; 1746; 0
-2291519.66; 1719.55; -1472.36; 884.86; -9270; 1
-545004279.87; 75568.15; 3053.36; 875.81; -6932; -2
-239572665.74; 28347.43; 1685.50; 400.04; -7977; -1
603699459.74; 59649.34; 1852.23; 875.26; 9816; 1
-128880567.13; 9218.94; 6100.27; 367.48; -8413; -5
-783861541.22; 87333.81; 366.07; 445.05; -8938; 0
-111709962.48; 80304.58; 4970.20; 351.53; -1310; 0
304695305.55; 89117.18; -748.47; 493.36; 3448; 0
251727888.95; 89981.51; 3702.11; 766.29; 2687; 0
150751821.33; 65998.76; 3280.57; 521.95; 2176; 0
351219363.38; 86031.97; 5193.83; 812.14; 3850; 1
-286903665.37; 32230.19; 5614.91; 818.93; -7581; -4
499324414.72; 65243.00; 5392.79; 138.42; 7069; 3
-690121381.59; 89199.43; -2988.14; 651.28; -8005; 2
-86248843.93; 11370.70; -1802.38; 413.28; -9014; 1
-394830007.22; 98408.02; 127.05; 444.47; -4007; 0
220153608.30; 50103.65; 3202.30; 364.30; 4130; 1
17917420.38; 23502.47; 1840.42; 702.37; 707; 0
103995150.42; 58726.45; 4762.65; 673.23; 1638; 0
48152930.19; -193.33; 5460.56; 855.88; 9142; 4
555572164.17; 60082.16; 4700.04; 452.98; 8576; 4
282388506.37; 106531.26; 4557.85; 632.06; 2542; 1
407143515.91; 45046.98; 5093.85; 67.77; 8120; 4
-417283189.99; 91301.64; 6422.76; 987.53; -4270; -2
920565079.34; 111894.49; 1.11; 547.44; 8227; 0
302041507.43; 64329.82; -174.87; 224.52; 4708; 0
-225933930.61; 73178.43; 4462.09; 616.09; -2910; -1
-190098980.96; 46637.14; 2611.30; 126.55; -3860; -1
261782293.54; 65556.89; 3460.33; 895.53; 3793; 1
-38213791.62; 33692.78; 6071.83; 769.26; -961; 0
-360497560.68; 70463.46; -341.39; 725.62; -5141; 0
270293712.08; 33361.88; 1860.13; 896.90; 7674; 1
130960830.74; 26286.25; 2959.14; 115.87; 4478; 1
1181055829.56; 123327.28; 6516.15; 280.64; 9096; 5
139915340.98; 17850.39; -2617.36; 311.02; 9185; -2
819706014.20; 109033.63; -921.52; 125.76; 7582; 0
-53480935.31; 69301.05; 1911.91; 858.27; -751; 0
15301746.72; 21624.76; 3095.34; 894.56; 619; 0
643113708.47; 67033.61; 1331.83; 515.01; 9407; 1
-448454170.47; 50839.11; 1065.31; 225.37; -8640; 0
-114283810.16; 61417.61; 760.74; 828.81; -1838; 0
-164435586.54; 23397.04; 1152.92; 544.82; -6698; 0
50369585.32; 26455.62; 5263.26; 682.84; 1588; 0
45044295.82; 30525.97; -274.60; 673.00; 1489; 0
-643552148.13; 77076.71; -1622.13; 132.40; -8529; 1
-65734263.90; 37718.58; 2908.29; 728.79; -1618; 0
-450843962.85; 44249.46; 2499.19; 157.88; -9644; -2
-247059502.67; 24024.58; 1665.30; 718.60; -9617; -1
-688077497.04; 81556.49; 6885.35; 377.61; -7780; -5
-288329256.13; 60582.65; -2847.52; 817.17; -4994; 1
